String,Double,Double,String,Double,Double,Double,Double,Double
DateTime,SpotPrice_RRP,TotalDemand,WeatherType,Temperature,WindSpeed,Cloud,Humidity,Rain
2025/3/1 13:00,-11.74,6544,晴,26.3,6,0,72.5,0
2025/3/1 13:30,-3.35,6917.45,晴,26.1,5.5,0,75,0
2025/3/1 14:00,26.62,7525.67,晴,25.7,5,0,75.5,0
2025/3/1 14:30,57.25,8030.97,晴,25.3,4.5,0,76,0
2025/3/1 15:00,62.35,8474.45,晴,25.05,4,0,76.5,0
2025/3/1 15:30,54.07,8798.62,晴,24.8,4,0,77,0
2025/3/1 16:00,43.86,9432.74,晴,24.6,4,0,79,0
2025/3/1 16:30,16.44,10090.13,晴,24.4,4,0,81,0
2025/3/1 17:00,74.02,10629.06,晴,24.4,4,0,79.5,0
2025/3/1 17:30,117.24,11137.38,晴,24.4,3,0,78,0
2025/3/1 18:00,196.57,11456.25,晴,24.2,2,0,80,0
2025/3/1 18:30,242.82,11242.79,晴,24,2.5,0,82,0
2025/3/1 19:00,162.33,10933.59,晴,23.6,3,0,84,0
2025/3/1 19:30,131.92,10674.93,晴,23.2,2.5,0,86,0
2025/3/1 20:00,143.84,10237.91,晴,23.4,2,0,85,0
2025/3/1 20:30,124.82,9906.56,晴,23.6,2.5,0,84,0
2025/3/1 21:00,119.28,9628.24,晴,23.45,3,0,85.5,0
2025/3/1 21:30,124.43,9423.8,晴,23.3,3.5,0,87,0
2025/3/1 22:00,120.96,9244.74,晴,22.7,4,0,88.5,0
2025/3/1 22:30,133.63,8973.88,晴,22.1,4,0,90,0
2025/3/1 23:00,137.26,8673.13,晴,22.05,4,0,90.5,0
2025/3/1 23:30,130.09,8346.41,晴,22,4,10,91,10
2025/3/2 0:00,117.25,8103.55,晴,22.35,4,10,92,10
2025/3/2 0:30,104.92,7798.14,晴,22.7,4,0,93,0
2025/3/2 1:00,87.63,7578.74,晴,22.75,4,0,90.5,0
2025/3/2 1:30,84.82,7430.81,晴,22.8,5,0,88,0
2025/3/2 2:00,77.69,7197.9,晴,23.15,6,0,85.5,0
2025/3/2 2:30,87.24,7158.2,多云,23.5,6.5,40,83,40
2025/3/2 3:00,79.11,7012.1,多云,24.15,7,40,79,40
2025/3/2 3:30,81.14,7006.4,晴,24.8,7.5,0,75,0
2025/3/2 4:00,76.36,6984.67,晴,24.75,8,0,78,0
2025/3/2 4:30,72.09,6900.91,晴,24.7,8.5,0,81,0
2025/3/2 5:00,79.18,6957.67,晴,24.3,9,0,82.5,0
2025/3/2 5:30,85.83,6984.86,阴,23.9,9.5,90,84,90
2025/3/2 6:00,87.98,7084.97,阴,23.75,10,90,84,90
2025/3/2 6:30,82.03,7142.39,晴,23.6,10,0,84,0
2025/3/2 7:00,28.31,7142.43,晴,23.6,10,0,85.5,0
2025/3/2 7:30,1.91,7249.54,晴,23.6,10,0,87,0
2025/3/2 8:00,36.13,7107.61,晴,23.25,10,0,86.5,0
2025/3/2 8:30,22.56,6988.58,阴,22.9,10.5,100,86,100
2025/3/2 9:00,-11.74,6728.86,阴,22.85,11,100,86.5,100
2025/3/2 9:30,29.94,6907.72,晴,22.8,11,0,87,0
2025/3/2 10:00,9.17,6851.99,晴,22.75,11,0,86,0
2025/3/2 10:30,-7.32,6745.31,晴,22.7,10,0,85,0
2025/3/2 11:00,5.86,6622.78,晴,22.75,9,0,85.5,0
2025/3/2 11:30,11.2,6786.35,阴,22.8,9.5,90,86,90
2025/3/2 12:00,-24.7,6504.89,阴,22.75,10,90,86,90
2025/3/2 12:30,-24.57,6355.33,晴,22.7,10,0,86,0
2025/3/2 13:00,6.32,6734.79,晴,22.7,10,0,86,0
2025/3/2 13:30,-29.99,6835.13,晴,22.7,10.5,0,86,0
2025/3/2 14:00,-18.54,6957.69,晴,22.65,11,0,85,0
2025/3/2 14:30,-12.54,7502.82,阴,22.6,10.5,90,84,90
2025/3/2 15:00,42.17,8023.51,阴,22.25,10,90,86.5,90
2025/3/2 15:30,26.46,8299.5,晴,21.9,9,0,89,0
2025/3/2 16:00,37.39,8622.4,晴,21.75,8,0,88.5,0
2025/3/2 16:30,32.83,8633.22,晴,21.6,8,0,88,0
2025/3/2 17:00,58.75,9051.11,晴,21.65,8,0,87.5,0
2025/3/2 17:30,83.36,9221.99,阴,21.7,8.5,100,87,100
2025/3/2 18:00,109.39,8983.2,阴,21.5,9,100,87.5,100
2025/3/2 18:30,95.96,8907.71,晴,21.3,9,0,88,0
2025/3/2 19:00,75.37,8861.79,晴,21.4,9,0,87,0
2025/3/2 19:30,68.3,8726.86,晴,21.5,9,0,86,0
2025/3/2 20:00,61.23,8548.35,晴,21.7,9,0,85,0
2025/3/2 20:30,57.73,8306.65,阴,21.9,9.5,100,84,100
2025/3/2 21:00,53.52,8051.38,阴,21.7,10,100,84.5,100
2025/3/2 21:30,53.33,7768.75,晴,21.5,9.5,0,85,0
2025/3/2 22:00,43.95,7613.81,晴,21.4,9,0,85,0
2025/3/2 22:30,46.63,7393.27,晴,21.3,9,0,85,0
2025/3/2 23:00,36.6,7201.76,晴,21.2,9,0,85,0
2025/3/2 23:30,41.2,7039.73,阴,21.1,9,90,85,90
2025/3/3 0:00,41.97,6975.35,阴,20.95,9,90,85,90
2025/3/3 0:30,57.49,6888.74,晴,20.8,9.5,0,85,0
2025/3/3 1:00,56.41,6737.16,晴,21.1,10,0,84.5,0
2025/3/3 1:30,59.55,6611.68,晴,21.4,10,0,84,0
2025/3/3 2:00,57.64,6562.75,晴,21.55,10,0,83.5,0
2025/3/3 2:30,61.21,6521.19,多云,21.7,10,60,83,60
2025/3/3 3:00,57.01,6496.46,多云,22.1,10,60,81.5,60
2025/3/3 3:30,57.01,6494.69,晴,22.5,10,0,80,0
2025/3/3 4:00,61.92,6628.12,晴,22.65,10,0,79,0
2025/3/3 4:30,57.52,6827.35,晴,22.8,10.5,0,78,0
2025/3/3 5:00,60.81,7129.54,晴,22.55,11,0,77.5,0
2025/3/3 5:30,78.92,7473,多云,22.3,11,60,77,60
2025/3/3 6:00,91.23,7762.88,多云,22.55,11,60,76,60
2025/3/3 6:30,126.78,8055.22,晴,22.8,11,0,75,0
2025/3/3 7:00,80.55,8316.99,晴,22.45,11,0,76,0
2025/3/3 7:30,51.86,8446.61,晴,22.1,11,0,77,0
2025/3/3 8:00,38.82,8312.75,晴,22.45,11,0,76.5,0
2025/3/3 8:30,41.16,8125.63,多云,22.8,11,60,76,60
2025/3/3 9:00,60.68,7834.5,多云,22.65,11,60,76,60
2025/3/3 9:30,41.21,7743.22,晴,22.5,10.5,0,76,0
2025/3/3 10:00,69.5,7576.26,晴,22.4,10,0,76.5,0
2025/3/3 10:30,13.6,7325.95,晴,22.3,10.5,0,77,0
2025/3/3 11:00,38.29,7375.85,晴,22.25,11,0,78.5,0
2025/3/3 11:30,70.21,7559.67,多云,22.2,10,75,80,75
2025/3/3 12:00,6.97,7396.86,多云,22,9,75,80,75
2025/3/3 12:30,24.02,7335.64,晴,21.8,8.5,0,80,0
2025/3/3 13:00,44.87,7264.73,晴,21.8,8,0,81,0
2025/3/3 13:30,29.59,7026.56,晴,21.8,8,0,82,0
2025/3/3 14:00,37.32,6814,晴,21.8,8,0,82.5,0
2025/3/3 14:30,54.9,7377.22,多云,21.8,9,60,83,60
2025/3/3 15:00,38.91,7723.48,多云,21.75,10,60,83.5,60
2025/3/3 15:30,39.48,8022.43,晴,21.7,9.5,0,84,0
2025/3/3 16:00,57.46,8397.71,晴,21.65,9,0,83.5,0
2025/3/3 16:30,266.97,8679.57,晴,21.6,8.5,0,83,0
2025/3/3 17:00,-54.74,8952.2,晴,21.55,8,0,83.5,0
2025/3/3 17:30,8.64,8702.19,阴,21.5,7.5,100,84,100
2025/3/3 18:00,146.11,8864.82,阴,21.45,7,100,83,100
2025/3/3 18:30,161.84,8790.42,晴,21.4,6.5,0,82,0
2025/3/3 19:00,162.26,8780.22,晴,21.1,6,0,83.5,0
2025/3/3 19:30,119.88,8648.43,晴,20.8,5,0,85,0
2025/3/3 20:00,113.71,8461.44,晴,20.5,4,0,88.5,0
2025/3/3 20:30,101.1,8166.62,阴,20.2,4.5,100,92,100
2025/3/3 21:00,82.09,7893.68,阴,20.1,5,100,93,100
2025/3/3 21:30,78.14,7735.49,晴,20,5.5,0,94,0
2025/3/3 22:00,67.28,7567.98,晴,20.55,6,0,94,0
2025/3/3 22:30,77.95,7526.95,晴,21.1,6.5,0,94,0
2025/3/3 23:00,87.26,7528.11,晴,21.55,7,0,94,0
2025/3/3 23:30,81.76,7259.03,阴,22,8,90,94,90
2025/3/4 0:00,80.41,7125.56,阴,22.15,9,90,91,90
2025/3/4 0:30,85.65,7137.38,晴,22.3,8.5,0,88,0
2025/3/4 1:00,76.41,6897.33,晴,22.6,8,0,85,0
2025/3/4 1:30,76.94,6717.28,晴,22.9,8.5,0,82,0
2025/3/4 2:00,72.19,6591.46,晴,22.15,9,0,84.5,0
2025/3/4 2:30,72.62,6435.35,小雨,21.4,9,90,87,90
2025/3/4 3:00,72.13,6427.19,小雨,22.7,9,90,81,90
2025/3/4 3:30,75.01,6483.88,晴,24,8.5,0,75,0
2025/3/4 4:00,71.91,6427.28,晴,24.75,8,0,70.5,0
2025/3/4 4:30,80.66,6769.2,晴,25.5,8,0,66,0
2025/3/4 5:00,83,6978.04,晴,25.8,8,0,64.5,0
2025/3/4 5:30,98.27,7069.16,多云,26.1,8,50,63,50
2025/3/4 6:00,165.22,7466.93,多云,26.15,8,50,62,50
2025/3/4 6:30,175.64,7720.61,晴,26.2,9,0,61,0
2025/3/4 7:00,80.41,7889.62,晴,25.85,10,0,59.5,0
2025/3/4 7:30,20.47,8040.09,晴,25.5,9,0,58,0
2025/3/4 8:00,-9.19,8058.11,晴,24.5,8,0,66,0
2025/3/4 8:30,1.4,7989.46,阴,23.5,8,75,74,75
2025/3/4 9:00,-20.31,7756.02,阴,23.25,8,75,76,75
2025/3/4 9:30,2.87,7341.68,晴,23,8,0,78,0
2025/3/4 10:00,45.41,7073.72,晴,22.3,8,0,81,0
2025/3/4 10:30,23.66,6803.19,晴,21.6,8,0,84,0
2025/3/4 11:00,44.95,6720.83,晴,21.5,8,0,85,0
2025/3/4 11:30,38.29,6638.45,阴,21.4,8.5,100,86,100
2025/3/4 12:00,14.28,6383.38,阴,21.15,9,100,85,100
2025/3/4 12:30,39.56,6284.86,晴,20.9,8.5,0,84,0
2025/3/4 13:00,26.63,6222.9,晴,21.15,8,0,83,0
2025/3/4 13:30,69.12,6382.58,晴,21.4,8.5,0,82,0
2025/3/4 14:00,66.11,6567.72,晴,21,9,0,84,0
2025/3/4 14:30,36.67,6629.29,阴,20.6,8,100,86,100
2025/3/4 15:00,27.48,6887.22,阴,20.55,7,100,88.5,100
2025/3/4 15:30,27.56,7235.7,晴,20.5,7,0,91,0
2025/3/4 16:00,68.14,7927.04,晴,20.55,7,0,89.5,0
2025/3/4 16:30,69.87,8473.07,晴,20.6,6,0,88,0
2025/3/4 17:00,80.96,8834.92,晴,20.9,5,0,87,0
2025/3/4 17:30,145,8956.98,阴,21.2,6,100,86,100
2025/3/4 18:00,208.99,8858.85,阴,21.25,7,100,87,100
2025/3/4 18:30,227.1,8692.29,晴,21.3,7,0,88,0
2025/3/4 19:00,213.27,8537.81,晴,21.45,7,0,87,0
2025/3/4 19:30,201.02,8559.29,晴,21.6,7.5,0,86,0
2025/3/4 20:00,184.5,8413.24,晴,21.5,8,0,85.5,0
2025/3/4 20:30,141.44,8237.82,小雨,21.4,7.5,100,85,100
2025/3/4 21:00,119.73,8069.93,小雨,21.35,7,100,84.5,100
2025/3/4 21:30,116.11,7977.56,晴,21.3,6.5,0,84,0
2025/3/4 22:00,97.81,7828.13,晴,21.3,6,0,84,0
2025/3/4 22:30,100.41,7578.26,晴,21.3,6,0,84,0
2025/3/4 23:00,97.54,7398.66,晴,21.2,6,0,85,0
2025/3/4 23:30,101.66,7189.16,多云,21.1,5.5,75,86,75
2025/3/5 0:00,104.22,7030.49,多云,20.95,5,75,87,75
2025/3/5 0:30,98.87,6888.55,晴,20.8,5.5,0,88,0
2025/3/5 1:00,85.98,6728.34,晴,21.25,6,0,85.5,0
2025/3/5 1:30,95.14,6591.31,晴,21.7,6.5,0,83,0
2025/3/5 2:00,89.54,6476.46,晴,22.1,7,0,81.5,0
2025/3/5 2:30,86.16,6413.22,小雨,22.5,7,50,80,50
2025/3/5 3:00,82.09,6363.03,小雨,23.75,7,50,71,50
2025/3/5 3:30,79.99,6370.48,晴,25,7,0,62,0
2025/3/5 4:00,79.34,6464.35,晴,25.25,7,0,59.5,0
2025/3/5 4:30,77.22,6636.86,晴,25.5,6.5,0,57,0
2025/3/5 5:00,76.29,6864.95,晴,25.2,6,0,58,0
2025/3/5 5:30,91.65,7175.08,多云,24.9,6,50,59,50
2025/3/5 6:00,120.46,7542.07,多云,24.6,6,50,58.5,50
2025/3/5 6:30,154.48,7804.12,晴,24.3,5.5,0,58,0
2025/3/5 7:00,92.24,7914.61,晴,24.75,5,0,58.5,0
2025/3/5 7:30,35.95,7914.03,晴,25.2,5.5,0,59,0
2025/3/5 8:00,35.16,7770.95,晴,25.65,6,0,54,0
2025/3/5 8:30,36.03,7530.58,多云,26.1,6,40,49,40
2025/3/5 9:00,22.16,7321.82,多云,26.1,6,40,48.5,40
2025/3/5 9:30,4.14,7058.36,晴,26.1,6,0,48,0
2025/3/5 10:00,19.05,6827.41,晴,26.1,6,0,49,0
2025/3/5 10:30,-9.67,6525.86,晴,26.1,5.5,0,50,0
2025/3/5 11:00,-27.33,6432.16,晴,25.45,5,0,54.5,0
2025/3/5 11:30,-28.14,6033.96,晴,24.8,4.5,0,59,0
2025/3/5 12:00,-24.8,6011.48,晴,24.25,4,0,64.5,0
2025/3/5 12:30,-3.88,6287.01,晴,23.7,4.5,0,70,0
2025/3/5 13:00,1.42,6228.53,晴,23.4,5,0,72.5,0
2025/3/5 13:30,2.38,6297.78,晴,23.1,5,0,75,0
2025/3/5 14:00,33.35,6470.7,晴,22.7,5,0,77.5,0
2025/3/5 14:30,40.92,6770.23,阴,22.3,4.5,100,80,100
2025/3/5 15:00,36.74,7111.53,阴,22.8,4,100,80.5,100
2025/3/5 15:30,38.04,7420.8,晴,23.3,4,0,81,0
2025/3/5 16:00,70.58,7859.41,晴,23.15,4,0,79.5,0
2025/3/5 16:30,71.18,8356.62,晴,23,4,0,78,0
2025/3/5 17:00,95.19,8938.17,晴,23.05,4,0,79,0
2025/3/5 17:30,129.77,9124.49,多云,23.1,4.5,40,80,40
2025/3/5 18:00,285.94,8980.36,多云,22.95,5,40,80,40
2025/3/5 18:30,302.38,9078.8,晴,22.8,4.5,0,80,0
2025/3/5 19:00,256.65,8898.02,晴,22.5,4,0,79.5,0
2025/3/5 19:30,176.14,8783.56,晴,22.2,4,0,79,0
2025/3/5 20:00,157.47,8678.7,晴,22.1,4,0,77.5,0
2025/3/5 20:30,171.82,8547.01,晴,22,4.5,0,76,0
2025/3/5 21:00,147.83,8297.04,晴,21.9,5,0,78,0
2025/3/5 21:30,157.02,8108.36,晴,21.8,4.5,0,80,0
2025/3/5 22:00,171.02,8040.1,晴,22,4,0,80.5,0
2025/3/5 22:30,151.3,7865.88,晴,22.2,5,0,81,0
2025/3/5 23:00,154.36,7635.98,晴,21.9,6,0,82,0
2025/3/5 23:30,116.85,7451.22,多云,21.6,6,60,83,60
2025/3/6 0:00,104.02,7248.03,多云,21.95,6,60,84,60
2025/3/6 0:30,101.41,7075.11,晴,22.3,6,0,85,0
2025/3/6 1:00,86.14,6967.94,晴,22.5,6,0,81,0
2025/3/6 1:30,86.36,6883.55,晴,22.7,6.5,0,77,0
2025/3/6 2:00,85.37,6680.23,晴,22.6,7,0,76.5,0
2025/3/6 2:30,79.06,6552.22,阴,22.5,7.5,90,76,90
2025/3/6 3:00,77.07,6491.97,阴,23.95,8,90,69.5,90
2025/3/6 3:30,76.14,6528.15,晴,25.4,7.5,0,63,0
2025/3/6 4:00,76.37,6602.26,晴,25.85,7,0,61,0
2025/3/6 4:30,79.72,6644.72,晴,26.3,7.5,0,59,0
2025/3/6 5:00,86.87,6827.62,晴,25.2,8,0,66,0
2025/3/6 5:30,106.45,7214.85,多云,24.1,7,75,73,75
2025/3/6 6:00,140.74,7680.04,多云,24.9,6,75,68,75
2025/3/6 6:30,195.35,8129.27,晴,25.7,7.5,0,63,0
2025/3/6 7:00,72.45,8042.44,晴,25.45,9,0,64,0
2025/3/6 7:30,29.24,7975.86,晴,25.2,8.5,0,65,0
2025/3/6 8:00,-14.7,8044.19,晴,24.7,8,0,67.5,0
2025/3/6 8:30,-18.11,7925.36,多云,24.2,8.5,60,70,60
2025/3/6 9:00,23.42,7763.34,多云,24.1,9,60,71.5,60
2025/3/6 9:30,27.76,7603.99,晴,24,9,0,73,0
2025/3/6 10:00,-4.38,7200.57,晴,23,9,0,78,0
2025/3/6 10:30,-0.35,7182.29,晴,22,8,0,83,0
2025/3/6 11:00,-24.43,7098.47,晴,22.1,7,0,82.5,0
2025/3/6 11:30,-25.22,6872.74,多云,22.2,7,75,82,75
2025/3/6 12:00,-24.19,6695.54,多云,21.95,7,75,83.5,75
2025/3/6 12:30,-26.82,6673.53,晴,21.7,6.5,0,85,0
2025/3/6 13:00,-26.8,6575.68,晴,21.55,6,0,87,0
2025/3/6 13:30,-25.09,6646.68,晴,21.4,5,0,89,0
2025/3/6 14:00,-23.9,6787.46,晴,21.25,4,0,88,0
2025/3/6 14:30,41.73,7187.31,阴,21.1,4,100,87,100
2025/3/6 15:00,36.3,7356.94,阴,21.6,4,100,86.5,100
2025/3/6 15:30,60.64,7711.71,晴,22.1,5,0,86,0
2025/3/6 16:00,51.84,8171.7,晴,22.1,6,0,78.5,0
2025/3/6 16:30,46.62,8295.59,晴,22.1,6,0,71,0
2025/3/6 17:00,63.07,8482.9,晴,21.95,6,0,76.5,0
2025/3/6 17:30,74.54,8658.13,阴,21.8,6.5,100,82,100
2025/3/6 18:00,132.92,9031.45,阴,22.35,7,100,73.5,100
2025/3/6 18:30,200.58,9169.16,晴,22.9,6.5,0,65,0
2025/3/6 19:00,204.79,9008.43,晴,22.2,6,0,68.5,0
2025/3/6 19:30,188.58,8987.98,晴,21.5,7,0,72,0
2025/3/6 20:00,121.67,8798.79,晴,22.1,8,0,65.5,0
2025/3/6 20:30,107.02,8563.26,阴,22.7,8,100,59,100
2025/3/6 21:00,86.45,8166.97,阴,22.75,8,100,63.5,100
2025/3/6 21:30,84.56,7999.52,晴,22.8,8.5,0,68,0
2025/3/6 22:00,99.25,7908.98,晴,22.75,9,0,69,0
2025/3/6 22:30,101.9,7645.95,晴,22.7,8,0,70,0
2025/3/6 23:00,97.15,7475.19,晴,22.3,7,0,74.5,0
2025/3/6 23:30,85.06,7465.05,多云,21.9,6,75,79,75
2025/3/7 0:00,78.02,7347.21,多云,21.35,5,75,82,75
2025/3/7 0:30,79.15,7121.83,晴,20.8,4.5,0,85,0
2025/3/7 1:00,77.26,6830,晴,21.2,4,0,84,0
2025/3/7 1:30,73.64,6484.2,晴,21.6,7,0,83,0
2025/3/7 2:00,74.38,6412.87,晴,21.75,10,0,84.5,0
2025/3/7 2:30,66.6,6335.19,阴,21.9,9,90,86,90
2025/3/7 3:00,56.84,6306.21,阴,22.25,8,90,81.5,90
2025/3/7 3:30,61.85,6404.23,晴,22.6,8.5,0,77,0
2025/3/7 4:00,57.01,6608.03,晴,24,9,0,71,0
2025/3/7 4:30,61.95,6686.87,晴,25.4,9,0,65,0
2025/3/7 5:00,68.5,6922.54,晴,25.25,9,0,62.5,0
2025/3/7 5:30,75.96,7288.56,多云,25.1,8.5,75,60,75
2025/3/7 6:00,81.04,7621.07,多云,25.65,8,75,56,75
2025/3/7 6:30,89.46,7963.15,晴,26.2,8.5,0,52,0
2025/3/7 7:00,68.2,8133.66,晴,26.25,9,0,51.5,0
2025/3/7 7:30,15.46,8229.16,晴,26.3,8.5,0,51,0
2025/3/7 8:00,0.5,8135.47,晴,26.4,8,0,52.5,0
2025/3/7 8:30,18.48,8147.93,阴,26.5,8,50,54,50
2025/3/7 9:00,15,8075.55,阴,26.2,8,50,54,50
2025/3/7 9:30,-14.73,7884.57,晴,25.9,7.5,0,54,0
2025/3/7 10:00,-27.15,7685.22,晴,25.7,7,0,52.5,0
2025/3/7 10:30,-28.07,7504.19,晴,25.5,7,0,51,0
2025/3/7 11:00,-29.42,7379.73,晴,25.1,7,0,52,0
2025/3/7 11:30,-27.98,7226.64,多云,24.7,6.5,50,53,50
2025/3/7 12:00,-26.99,7158.81,多云,24.2,6,50,56,50
2025/3/7 12:30,-29.24,6709.74,晴,23.7,5.5,0,59,0
2025/3/7 13:00,-29.85,6633.59,晴,23.5,5,0,61.5,0
2025/3/7 13:30,-28.02,6615.74,晴,23.3,5.5,0,64,0
2025/3/7 14:00,-27.32,6731.35,晴,23.1,6,0,65,0
2025/3/7 14:30,-27.93,6901.41,多云,22.9,7,50,66,50
2025/3/7 15:00,-27.68,7122.88,多云,22.45,8,50,67,50
2025/3/7 15:30,-17,7434.09,晴,22,6.5,0,68,0
2025/3/7 16:00,42.26,7844.72,晴,22.35,5,0,68.5,0
2025/3/7 16:30,39.85,8147.14,晴,22.7,4.5,0,69,0
2025/3/7 17:00,45.78,8447.89,晴,22.5,4,0,68.5,0
2025/3/7 17:30,80.02,8594.82,阴,22.3,4,100,68,100
2025/3/7 18:00,130.99,8622.99,阴,22.1,4,100,67,100
2025/3/7 18:30,141.53,8473.78,晴,21.9,4.5,0,66,0
2025/3/7 19:00,124.01,8303.06,晴,22.1,5,0,66.5,0
2025/3/7 19:30,131.13,8454.41,晴,22.3,4.5,0,67,0
2025/3/7 20:00,102.2,8308,晴,22.15,4,0,73,0
2025/3/7 20:30,107.88,8207.82,多云,22,4.5,40,79,40
2025/3/7 21:00,98.2,8000.08,多云,22.35,5,40,75.5,40
2025/3/7 21:30,90.9,7902.2,晴,22.7,4,0,72,0
2025/3/7 22:00,81.43,7739.46,晴,22.3,3,0,77,0
2025/3/7 22:30,83.28,7609.65,晴,21.9,4.5,0,82,0
2025/3/7 23:00,74.98,7398.37,晴,21.95,6,0,80,0
2025/3/7 23:30,78.63,7159.56,多云,22,6,75,78,75
2025/3/8 0:00,71.83,7003.4,多云,22.05,6,75,78,75
2025/3/8 0:30,68.7,6840.91,晴,22.1,6.5,0,78,0
2025/3/8 1:00,64.7,6630.51,晴,22.45,7,0,76.5,0
2025/3/8 1:30,66.61,6421.35,晴,22.8,7,0,75,0
2025/3/8 2:00,67.21,6241.71,晴,23.65,7,0,69.5,0
2025/3/8 2:30,70.49,6209,阴,24.5,8,90,64,90
2025/3/8 3:00,56.86,6135.38,阴,24.7,9,90,64.5,90
2025/3/8 3:30,57.28,6137.07,晴,24.9,8.5,0,65,0
2025/3/8 4:00,56.87,6125.28,晴,25.5,8,0,63,0
2025/3/8 4:30,53.89,6202.9,晴,26.1,8,0,61,0
2025/3/8 5:00,50.48,6219.34,晴,26,8,0,59.5,0
2025/3/8 5:30,37.61,6316.2,阴,25.9,8.5,90,58,90
2025/3/8 6:00,30.96,6510.23,阴,25.5,9,90,60.5,90
2025/3/8 6:30,47.26,6624.01,晴,25.1,8.5,0,63,0
2025/3/8 7:00,12.56,6811.56,晴,25.6,8,0,61,0
2025/3/8 7:30,-22.6,7300.76,晴,26.1,7.5,0,59,0
2025/3/8 8:00,-28.24,7084.06,晴,25.8,7,0,58.5,0
2025/3/8 8:30,-27.93,6935.78,阴,25.5,7,90,58,90
2025/3/8 9:00,-16.18,6970.96,阴,25.55,7,90,58,90
2025/3/8 9:30,-26.1,6943.71,晴,25.6,6.5,0,58,0
2025/3/8 10:00,-19.17,6730.9,晴,25.5,6,0,59,0
2025/3/8 10:30,14.03,6822.6,晴,25.4,5.5,0,60,0
2025/3/8 11:00,18.3,6813.06,晴,25.2,5,0,61,0
2025/3/8 11:30,2.46,6652.85,阴,25,6,100,62,100
2025/3/8 12:00,-6,6516.09,阴,24.6,7,100,64,100
2025/3/8 12:30,-2.95,6526.7,晴,24.2,6.5,0,66,0
2025/3/8 13:00,-1.85,6270.8,晴,24.05,6,0,66.5,0
2025/3/8 13:30,21.21,6422.08,晴,23.9,5.5,0,67,0
2025/3/8 14:00,-9.92,6280.42,晴,23.85,5,0,68,0
2025/3/8 14:30,-17.38,6259.76,阴,23.8,5.5,100,69,100
2025/3/8 15:00,-26.25,6506.28,阴,23.4,6,100,70.5,100
2025/3/8 15:30,-16.91,6935.32,晴,23,6,0,72,0
2025/3/8 16:00,11.97,7310.95,晴,23.05,6,0,73,0
2025/3/8 16:30,-12.78,7432.29,晴,23.1,5,0,74,0
2025/3/8 17:00,16.63,7831.28,晴,23.3,4,0,74.5,0
2025/3/8 17:30,71.61,8288.4,阴,23.5,3.5,100,75,100
2025/3/8 18:00,81.24,8232.88,阴,23.2,3,100,76,100
2025/3/8 18:30,90.42,8189.05,晴,22.9,3.5,0,77,0
2025/3/8 19:00,104.27,8352.5,晴,22.8,4,0,77,0
2025/3/8 19:30,99.54,8415.09,晴,22.7,4,0,77,0
2025/3/8 20:00,95.18,8312.79,晴,22.25,4,0,81,0
2025/3/8 20:30,89.07,8155.96,阴,21.8,3.5,100,85,100
2025/3/8 21:00,89.09,8014.7,阴,21.85,3,100,86.5,100
2025/3/8 21:30,83.65,7980.25,晴,21.9,3,0,88,0
2025/3/8 22:00,81.9,7955.01,晴,22.1,3,0,87,0
2025/3/8 22:30,81.18,7815.5,晴,22.3,3,0,86,0
2025/3/8 23:00,79.13,7659.93,晴,21.85,3,0,87,0
2025/3/8 23:30,78.95,7526.18,阴,21.4,3,90,88,90
2025/3/9 0:00,75.81,7350.65,阴,21.4,3,90,90,90
2025/3/9 0:30,77.86,7167.94,晴,21.4,4.5,0,92,0
2025/3/9 1:00,73.63,6929.25,晴,21.55,6,0,92.5,0
2025/3/9 1:30,79.26,6763.28,晴,21.7,7,0,93,0
2025/3/9 2:00,83.32,6662.67,晴,22.6,8,0,88,0
2025/3/9 2:30,82.71,6604.6,小雨,23.5,8.5,60,83,60
2025/3/9 3:00,69.96,6523.96,小雨,24.05,9,60,78.5,60
2025/3/9 3:30,76.77,6486.95,晴,24.6,9,0,74,0
2025/3/9 4:00,76.8,6483.7,晴,25.35,9,0,70.5,0
2025/3/9 4:30,73.47,6496.03,晴,26.1,8.5,0,67,0
2025/3/9 5:00,57.01,6487,晴,26.55,8,0,61.5,0
2025/3/9 5:30,57.01,6576.31,多云,27,8,75,56,75
2025/3/9 6:00,61.77,6636.52,多云,27.2,8,75,57,75
2025/3/9 6:30,57.5,6670.46,晴,27.4,8.5,0,58,0
2025/3/9 7:00,28.63,6691.03,晴,27.6,9,0,56,0
2025/3/9 7:30,4.25,6836.35,晴,27.8,8.5,0,54,0
2025/3/9 8:00,-14.51,6976.92,晴,27.3,8,0,55.5,0
2025/3/9 8:30,2.2,6839.22,多云,26.8,8,60,57,60
2025/3/9 9:00,13.82,6698.26,多云,26.8,8,60,57,60
2025/3/9 9:30,-12.95,6695.75,晴,26.8,8,0,57,0
2025/3/9 10:00,-22.29,6595.64,晴,26.75,8,0,57,0
2025/3/9 10:30,-18.38,6577.96,晴,26.7,6.5,0,57,0
2025/3/9 11:00,-22.06,6659.76,晴,26.1,5,0,61.5,0
2025/3/9 11:30,-11.33,6512.88,多云,25.5,6,75,66,75
2025/3/9 12:00,7.6,6308.96,多云,25.05,7,75,68.5,75
2025/3/9 12:30,11.33,6137.7,晴,24.6,7,0,71,0
2025/3/9 13:00,4.53,5901.03,晴,24.55,7,0,71.5,0
2025/3/9 13:30,-0.64,5810.51,晴,24.5,6,0,72,0
